measurement_id,batch,gas_class,concentration,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115,feat_116,feat_117,feat_118,feat_119,feat_120,feat_121,feat_122,feat_123,feat_124,feat_125,feat_126,feat_127,feat_128
G_B05_0012,5,1,100,74293.8321,17.924313,22.400892,33.830963,36.081634,-16.212163,-22.174551,-41.570797,64942.5865,15.144404,20.477684,32.466667,34.795145,-13.639639,-18.553917,-42.485411,21601.7227,6.520885,7.662251,17.144143,19.462199,-4.885568,-6.836849,-10.627744,21518.3072,6.268109,7.659885,17.527145,20.272468,-4.844467,-6.913986,-11.178523,5734.8933,3.133162,2.635071,8.276607,11.022189,-1.345124,-2.125717,-3.492575,5497.7661,3.049952,2.521089,7.999992,10.672135,-1.249993,-1.905106,-3.576167,28052.4819,7.372794,11.58238,28.078846,32.795467,-6.940459,-10.667126,-15.425449,29748.1553,7.244487,12.391484,31.098137,36.596877,-7.446185,-11.682056,-18.15179,61848.7226,12.802373,17.98324,26.226231,29.996163,-12.471818,-16.620261,-39.57035,54717.5357,10.749859,14.582339,20.57882,23.498816,-10.578167,-14.409188,-31.513101,25925.6586,6.636782,8.858215,17.401357,19.192505,-5.689137,-8.047543,-15.173288,21050.144,6.613079,7.266923,14.515851,16.469752,-4.692804,-6.643118,-12.285489,8496.7905,3.61536,3.912341,12.702493,17.067256,-1.920356,-3.185667,-6.144979,8337.4297,3.594983,3.685217,11.758182,15.631356,-1.801199,-2.778197,-5.607317,35497.1807,7.782605,14.261094,33.681138,40.460841,-8.781392,-14.279613,-22.675724,31495.6167,7.642416,12.769178,29.608631,35.440543,-7.742023,-12.199133,-20.261664
G_B05_0014,5,1,250,116660.9726,29.138702,36.311513,56.636911,64.873078,-26.595185,-37.73609,-92.328532,98828.0323,25.149224,31.997978,52.352039,58.193814,-21.977378,-31.236957,-86.545826,35109.166,9.575749,11.721678,23.388183,27.110044,-8.572146,-12.544245,-22.503346,34821.9907,9.205662,11.71632,24.441888,29.17043,-8.521424,-12.7409,-22.502148,8390.2739,3.885672,3.569888,10.34481,13.518601,-2.097148,-3.437803,-6.117142,8024.5322,3.729008,3.293159,9.508543,12.517702,-1.902967,-2.964331,-5.283016,44291.894,10.562039,17.296206,36.370982,41.510765,-11.750966,-18.973689,-31.704988,46489.6773,10.402913,18.653351,40.522662,46.461583,-12.692082,-21.255062,-35.935704,98034.3164,21.149466,30.116228,46.150757,53.282717,-20.427044,-28.395899,-78.290357,87213.6582,17.175982,24.620876,35.675488,40.890899,-17.350001,-23.535145,-66.667686,43600.0947,9.994544,14.503121,26.650713,29.661779,-10.601842,-16.043094,-30.968706,35150.7092,9.793487,11.502238,20.475974,24.362728,-8.42808,-12.284392,-23.662699,12419.955,4.563307,5.365259,15.962122,21.225507,-3.041289,-5.376093,-9.444051,12274.1987,4.541007,4.933437,14.427458,18.659192,-2.805068,-4.562136,-8.696226,57225.3867,11.450083,22.773007,46.746573,54.337594,-15.702772,-27.482652,-55.185026,51118.9375,11.132233,20.088301,40.883268,46.87219,-13.563448,-23.03883,-40.642087
G_B05_0018,5,1,250,109782.5376,25.18329,33.38094,52.410622,58.17387,-24.782159,-34.758213,-95.05665,92590.6816,20.818683,29.272387,47.613384,52.761507,-20.284944,-28.922443,-70.120476,37890.9018,9.756132,12.40245,24.239767,27.612992,-9.259081,-13.879253,-25.441392,37446.3921,9.316731,12.287181,24.896977,28.339964,-9.122752,-13.389229,-26.346759,8466.6894,4.051663,3.50187,9.680417,12.5862,-2.068328,-3.386829,-5.318665,8115.1333,3.88369,3.285082,9.248542,12.251892,-1.918205,-3.010215,-5.070754,47745.7895,10.724736,18.464451,37.85624,42.632835,-12.618598,-20.874256,-33.338455,50075.6186,10.535789,19.690837,41.753088,47.805714,-13.52211,-22.944602,-37.846371,94134.9004,18.051451,28.641237,43.681958,50.04743,-19.432291,-26.52233,-80.458157,83406.4331,14.8385,23.233741,33.758389,42.135052,-16.550628,-22.241415,-67.44547,46683.1616,10.016561,15.121356,26.80598,30.717802,-11.224909,-16.7509,-32.58054,37423.2207,9.777594,12.096134,21.098318,24.025698,-8.998335,-13.410942,-25.117238,12993.0154,4.746466,5.445341,15.793848,20.676273,-3.10853,-5.285388,-9.164072,12685.0359,4.648959,5.043365,14.359586,18.54668,-2.895646,-4.747878,-8.46263,61556.7422,11.465052,23.841861,47.379352,54.411743,-16.691587,-28.586671,-51.284664,54622.3017,11.155036,21.169274,41.936244,47.485486,-14.495724,-24.517571,-41.933613
G_B05_0019,5,1,250,122429.02,44.537885,38.894434,60.493504,66.931677,-27.544495,-39.268055,-97.236206,104628.9846,38.639502,35.036374,56.981045,62.54965,-23.179325,-32.574409,-83.970454,34365.2576,13.2174,10.716143,20.649442,23.631311,-8.071865,-11.736112,-21.709734,33988.789,12.614933,10.602206,21.523982,24.899244,-8.014558,-11.809585,-23.442054,8384.5977,4.171736,3.524743,10.50018,13.974219,-2.049502,-3.381821,-5.483113,7914.4832,3.943886,3.208691,9.539123,12.737964,-1.837757,-2.863563,-4.942014,42958.4699,12.879727,16.193136,34.055056,39.979404,-11.1083,-17.937758,-26.811464,45007.8054,12.542847,17.363069,37.998808,44.070254,-12.008668,-19.769126,-36.601412,102267.1827,36.041982,32.199186,49.766161,56.150797,-20.940668,-28.553125,-88.309487,91826.9106,31.961362,26.378359,38.643763,45.535269,-17.892662,-24.484767,-73.348489,40106.3118,15.609074,12.543777,22.475522,25.184251,-9.3749,-13.758063,-27.64016,32588.8903,13.774594,10.050637,17.799244,20.635871,-7.564562,-11.001423,-20.776588,12045.7138,5.170464,5.100968,15.39151,20.831566,-2.863388,-5.057212,-8.618546,11880.3925,5.132548,4.668171,13.772357,18.538957,-2.653281,-4.224925,-8.270653,54180.375,16.094917,20.892023,42.919619,48.861072,-14.466918,-24.820716,-43.520715,47374.446,15.222209,18.058296,37.443802,42.429828,-12.277513,-20.617891,-38.237754
G_B05_0021,5,1,250,122735.6467,34.384452,39.563727,62.039756,69.056975,-27.922803,-38.734418,-108.300231,104640.3704,27.359976,35.497381,57.911663,64.474315,-23.352487,-33.672053,-87.86917,34356.4297,9.06705,11.299512,23.868759,27.529631,-8.252902,-11.884072,-20.978285,34135.2212,8.691947,11.325025,25.110626,29.6042,-8.233102,-12.055134,-23.457506,8559.8843,4.101267,3.621617,10.761821,14.280696,-2.080672,-3.3829,-5.551811,8103.467,3.883651,3.307303,9.926131,13.197508,-1.882909,-2.820624,-5.618951,42812.9522,9.587096,16.499862,36.140809,42.295059,-11.32081,-17.738728,-28.084698,44653.8393,9.316036,17.684864,40.05299,46.962029,-12.221076,-20.117353,-32.793816,101173.0757,27.20002,31.927646,49.347687,55.751289,-20.918787,-28.322793,-88.508951,90778.5749,25.343976,25.976186,37.687763,44.086096,-17.757253,-24.529728,-66.954819,39508.9455,11.08617,12.949997,24.891474,28.420711,-9.351566,-13.570893,-28.175532,33302.4629,9.994935,10.79121,20.173488,22.827451,-7.856111,-11.702694,-22.058308,12537.9868,5.096114,5.259443,15.749488,21.425928,-2.984484,-5.067671,-9.320638,12493.8835,5.05995,4.847285,14.354542,19.13418,-2.802066,-4.382748,-7.888981,53713.5576,12.004989,20.994789,44.673825,51.751291,-14.696678,-25.208946,-45.034922,47878.3935,11.601376,18.668377,39.87943,45.497788,-12.659201,-21.047673,-37.817591
G_B05_0022,5,1,250,121561.7427,36.321757,39.550721,62.360586,68.548329,-27.709393,-38.22825,-90.265603,104024.6692,29.824659,35.290474,58.056651,62.697646,-23.115628,-32.353943,-79.868049,34841.9282,9.158207,11.398709,24.356355,27.826651,-8.382494,-12.317411,-23.382215,34742.6182,8.788858,11.420229,25.378793,29.20528,-8.333321,-12.478628,-24.444575,8685.1989,4.142745,3.63854,10.877941,14.264538,-2.095173,-3.39849,-5.357147,8235.6001,3.934017,3.342982,10.084951,13.700363,-1.907908,-2.987884,-5.153407,43299.8633,9.682847,16.593753,36.796481,43.272921,-11.488146,-18.440343,-30.726739,45433.5732,9.41657,17.716875,40.285845,47.058681,-12.262728,-20.547711,-33.832534,99856.2998,29.01481,31.745974,48.950162,55.71427,-20.71397,-28.609013,-81.994994,89625.6739,26.635331,25.82658,37.804468,45.069665,-17.627242,-23.797994,-66.780613,40362.8885,11.252941,13.123027,25.151962,29.184231,-9.484542,-14.156397,-27.192798,33755.3909,10.160312,10.917541,20.631733,23.694851,-7.940213,-12.001429,-22.082783,12729.1619,5.1394,5.263366,15.790705,21.301873,-3.01537,-5.152127,-9.649726,12696.8793,5.137883,4.901003,14.629299,19.655676,-2.867503,-4.473828,-7.756769,54880.7393,12.205191,21.153878,45.315589,52.877337,-14.909476,-25.584768,-44.602726,48479.5664,11.780274,18.84757,40.58681,46.60693,-12.923821,-21.772959,-38.087812
G_B05_0024,5,1,250,122231.6352,44.633375,39.589853,62.466381,67.228882,-27.824367,-38.222809,-86.511053,105086.3442,38.591678,35.764351,59.219288,63.557834,-23.360443,-32.62687,-77.371319,34299.9756,11.126712,11.00556,22.741456,26.002253,-7.967756,-11.80939,-18.793549,34102.3146,10.672792,11.049688,23.948091,27.765804,-7.94891,-11.727134,-25.271359,8660.6306,4.246699,3.693481,10.955137,14.898881,-2.07283,-3.352644,-5.945297,8224.3781,4.035742,3.352323,9.977864,13.649394,-1.876389,-2.86801,-4.865543,42616.3496,11.40945,16.310342,35.312464,41.551321,-10.973629,-17.539965,-26.036046,44483.0801,11.093782,17.57076,39.341735,46.329218,-11.777121,-19.658626,-32.286177,101111.076,35.376607,31.679501,49.239197,55.626551,-20.751138,-28.931203,-65.695872,89337.3183,31.177603,25.559346,37.386854,41.99612,-17.553248,-23.654029,-65.469973,39812.1431,13.48058,12.801244,24.014488,27.115153,-9.149992,-13.638083,-24.796357,33432.9993,12.197108,10.598193,19.272596,21.929469,-7.626743,-10.958757,-18.488591,12655.9182,5.330116,5.295238,15.673896,21.232934,-2.937544,-5.014575,-8.96169,12675.0376,5.331823,4.878095,14.214936,19.211882,-2.77225,-4.325808,-7.812217,53959.76,14.448381,20.926233,43.06165,50.214028,-14.292289,-24.587723,-39.146876,47996.2876,13.833066,18.530895,38.311284,44.228306,-12.337154,-20.281391,-34.078516
G_B06_0027,6,1,100,75321.4082,11.571162,23.085417,36.698531,41.296796,-15.261172,-20.22502,-37.589117,64223.4907,10.170361,20.364222,33.14164,40.815538,-12.883589,-17.000621,-38.072704,19900.1148,6.269165,7.280332,17.441924,22.028763,-4.580705,-6.853685,-11.378478,20156.7708,6.030477,7.256817,17.145385,22.180164,-4.5742,-6.832054,-14.615652,3775.646,3.094733,1.639919,4.606215,6.91064,-0.889277,-1.594059,-4.184336,3641.6834,2.993276,1.596876,4.965522,7.248689,-0.831181,-1.422692,-3.904202,25283.479,6.994734,11.060013,27.624534,33.89955,-6.340078,-10.296444,-17.918588,26696.1504,6.793372,11.600241,29.14723,36.178498,-6.716674,-10.705324,-19.726364,60752.4028,8.793481,17.579652,25.99157,29.889513,-11.226208,-14.913771,-36.620568,51044.459,7.528238,13.397971,19.181157,24.410816,-9.160281,-11.905126,-26.531704,23988.5732,6.411317,8.402822,17.198026,20.196941,-5.311535,-7.623559,-13.662946,19325.591,6.428658,6.903408,14.578146,17.599817,-4.398543,-6.215905,-9.69997,6829.0608,3.748098,3.291211,10.605675,14.635734,-1.548533,-2.525128,-4.84386,6812.9182,3.766128,3.176199,10.365933,14.017189,-1.505062,-2.396015,-3.973439,31155.8256,7.406448,13.099009,31.601404,38.703606,-7.736154,-12.250821,-21.130245,27369.353,7.383214,11.749338,28.59943,35.313325,-6.78417,-11.024551,-18.537578
G_B06_0030,6,1,100,76725.9224,12.067383,23.235397,37.183206,41.358863,-15.731159,-20.456059,-45.664838,66034.3296,10.62841,20.578456,33.819966,38.201392,-13.377574,-17.870633,-37.009884,20150.6712,6.264197,7.333517,17.574013,21.723176,-4.605342,-6.748617,-13.194609,20493.1783,6.063845,7.340591,17.323332,21.679656,-4.604418,-6.61827,-13.552101,3867.8058,3.129771,1.662676,4.781938,6.752216,-0.907312,-1.520913,-3.801565,3686.5995,2.99643,1.600481,4.972814,7.991855,-0.841687,-1.476985,-4.238488,25635.8536,6.955815,11.111907,27.838974,34.695157,-6.412041,-10.322375,-16.2089,27215.0171,6.814364,11.815808,29.532998,36.027666,-6.784632,-10.751104,-19.332812,62174.7544,9.074181,17.898863,26.467264,33.255642,-11.590017,-15.303559,-39.533256,52312.7456,7.727259,13.604625,19.513317,22.569314,-9.49592,-12.509965,-29.86108,24439.8618,6.44249,8.509313,17.37785,20.606921,-5.323824,-7.467308,-14.019954,19596.3264,6.445942,6.945199,14.814957,17.713591,-4.401806,-6.17159,-10.236109,6926.1358,3.760619,3.316952,10.826742,14.489211,-1.542877,-2.449715,-4.800337,6824.1895,3.715573,3.177186,10.444205,14.892494,-1.500097,-2.383266,-4.232153,31777.2749,7.412114,13.216076,32.05293,39.2224,-7.760386,-12.488649,-20.29921,27723.105,7.284945,11.756518,28.535526,35.250094,-6.836225,-10.897598,-16.845609
G_B06_0031,6,1,100,76791.7354,12.136716,23.419803,37.232342,43.461289,-15.667813,-20.631234,-43.789833,66157.1314,10.693295,20.805378,33.679657,37.729723,-13.384561,-17.866998,-42.928813,20282.1507,6.292519,7.415723,17.944821,21.993095,-4.709215,-7.085244,-13.864835,20612.0049,6.066229,7.37414,17.428489,21.721193,-4.713662,-6.864648,-12.90626,3866.804,3.113598,1.66127,4.645997,7.975534,-0.926816,-1.610679,-4.139333,3699.5563,2.998747,1.610681,4.986039,7.467544,-0.861607,-1.489371,-3.656808,25826.7344,6.957204,11.246377,27.935953,34.51593,-6.586166,-10.87444,-17.703398,27318.1376,6.793743,11.842177,29.589486,37.843463,-6.999938,-11.256342,-19.912046,62252.709,9.133728,17.997,26.812502,31.897569,-11.560566,-15.315698,-33.438264,52568.1479,7.74492,13.783573,19.402214,24.06554,-9.446754,-12.350911,-27.947955,24529.1763,6.426788,8.531781,17.273152,20.558956,-5.472826,-7.740808,-14.521207,19756.7217,6.48501,7.010997,15.011887,18.304955,-4.520342,-6.322894,-10.347832,6914.0359,3.731905,3.330289,10.81942,14.721046,-1.580679,-2.532182,-4.581253,6870.1977,3.737489,3.215813,10.571464,15.134184,-1.539323,-2.415055,-4.29558,31932.7173,7.390755,13.303844,32.029754,38.429109,-7.965945,-12.84309,-20.458129,27933.958,7.326927,11.925489,28.999,36.222604,-6.981157,-11.145533,-17.684409
G_B06_0033,6,1,100,75272.9101,9.387257,22.817832,36.355652,41.060572,-15.610067,-20.783724,-42.648908,64077.2578,7.631412,20.024628,32.433159,38.57739,-13.383685,-17.892293,-38.647247,20123.9072,5.824285,7.287114,17.520908,22.199933,-4.685797,-6.81941,-13.098004,20347.8818,5.578139,7.265146,17.211841,21.705336,-4.665236,-6.830051,-13.192299,3816.5548,2.995807,1.642985,4.497713,6.605235,-0.925875,-1.646552,-4.06587,3637.6073,2.876113,1.564583,4.788648,7.249779,-0.856933,-1.474158,-3.935008,25559.7534,6.378099,11.041083,27.239395,34.242463,-6.537909,-10.666667,-19.652475,27038.1352,6.153269,11.650912,28.961037,35.932777,-6.969848,-11.688886,-20.783809,60976.6563,7.282236,17.599823,25.85003,32.24468,-11.546545,-15.72984,-36.937152,51289.6025,6.496636,13.330545,18.675584,22.393164,-9.467797,-12.387048,-28.196575,24261.4385,5.916464,8.453667,16.997035,20.091914,-5.455447,-7.887087,-12.897655,19592.6624,5.99494,6.914986,14.539409,17.580333,-4.507077,-6.492108,-10.976573,6809.9411,3.546924,3.256199,10.493679,14.38716,-1.577841,-2.691457,-4.230373,6756.7737,3.537948,3.114537,10.182948,14.295861,-1.524564,-2.495494,-4.359199,31688.4272,6.845589,13.178599,31.50915,38.801089,-8.01827,-13.226575,-18.316149,27763.5508,6.852705,11.769275,28.464008,35.52168,-6.994193,-11.310114,-18.091379
G_B06_0035,6,1,100,76895.6074,11.733002,23.511256,37.432919,44.404802,-15.763078,-21.295778,-38.771897,66253.3931,10.12718,20.970138,34.127901,38.508315,-13.53897,-18.348425,-35.685241,20553.1941,6.249524,7.327225,17.776741,22.412296,-4.796975,-6.798204,-13.380426,20821.7442,6.045175,7.325525,17.688319,21.487568,-4.799879,-6.737436,-13.343519,3931.626,3.144756,1.663141,4.56858,7.214801,-0.926251,-1.598883,-3.942092,3746.7971,3.010352,1.587132,4.890783,7.584327,-0.874438,-1.372453,-3.782807,26217.5796,6.960522,11.075888,27.827362,35.001759,-6.701171,-10.727989000000001,-18.071699,27758.7524,6.777702,11.686993,29.658327,36.873639,-7.170798,-11.381204,-19.496901,62187.1494,8.762471,18.155048,26.619711,31.273542,-11.67598,-15.220542,-33.813285,52534.1074,7.522632,13.861616,19.672136,24.176985,-9.498011,-12.4533,-30.281231,24893.2993,6.414367,8.449134,17.485714,20.671708,-5.581578,-7.924887,-14.138579,20067.8647,6.462588,6.957203,14.842263,17.811209,-4.607586,-6.466126,-10.342566,7016.3526,3.757003,3.290632,10.771704,14.923599,-1.613602,-2.564788,-4.635446,6940.0479,3.72702,3.156675,10.392328,14.662518,-1.560896,-2.422188,-4.209329,32510.0141,7.398348,13.175413,32.241625,39.683373,-8.189428,-12.956852,-19.797854,28411.0196,7.338877,11.807334000000001,28.994951,35.175403,-7.147998,-11.338573,-16.302067
G_B06_0037,6,1,100,77497.6675,12.407941,23.563647,37.63082,42.905357,-15.866995,-20.924221,-41.960664,66693.1382,10.895453,20.871647,33.932638,40.483739,-13.53791,-18.159944,-41.763709,20665.5505,6.32827,7.489075,18.03198,22.899899,-4.752643,-7.130264,-12.898316,20989.3867,6.105463,7.470292,17.752791,22.958336,-4.740502,-7.1554,-12.664981,3939.3437,3.155663,1.680801,4.796982,7.106052,-0.918726,-1.587268,-4.49748,3758.2154,3.018959,1.612875,5.020472,7.462896,-0.852318,-1.54911,-4.624273,26413.2065,6.995793,11.356907,28.101089,34.606363,-6.583799,-10.778221,-18.715905,27981.4819,6.842695,12.029134,30.226851,38.494341,-7.001359,-11.68154,-19.304052,62764.3022,9.210904,18.159541,26.903625,32.67899,-11.656191,-15.636797,-34.196845,53003.7334,7.784643,13.864556,19.614171,24.28235,-9.49481,-12.281167,-29.001909,25053.812,6.458332,8.646188,17.631788,20.759257,-5.540361,-7.851008,-14.197005,20132.5986,6.499323,7.115156,15.097638,18.124271,-4.555616,-6.47533,-11.453587,7021.2319,3.75476,3.34006,10.923293,14.733354,-1.580252,-2.56399,-5.399027,6962.2475,3.745684,3.210025,10.514961,14.302044,-1.535442,-2.452784,-3.936478,32699.9224,7.418407,13.535323,32.659908,40.056925,-8.039401,-12.929061,-22.099497,28536.2402,7.327225,12.050835,29.215619,36.252673,-7.071548,-11.471799,-19.061506
G_B06_0039,6,1,100,77679.9712,12.622802,23.546983,37.380364,43.308945,-15.887159,-20.947441,-41.522772,67049.4702,11.248505,20.923361,34.053971,39.732539,-13.645402,-18.185286,-32.02213,20635.0667,6.294697,7.501523,18.128182,23.743495,-4.766802,-6.933743,-14.551985,20878.562,6.05536,7.483583,17.755447,21.624462,-4.719622,-6.71086,-10.721323,3913.9986,3.114342,1.686749,4.692639,7.705095,-0.92152,-1.553672,-3.613834,3761.3733,3.025388,1.618831,4.896651,7.690266,-0.859126,-1.474824,-4.412705,26230.1713,6.926035,11.369967,28.3002,34.703917,-6.661952,-10.979571,-20.62953,27872.8506,6.792844,12.041091,29.980674,38.879958,-7.00997,-11.323686,-22.398304,63296.9517,9.377277,18.193469,26.945978,32.847942,-11.73562,-15.838154,-33.838946,53115.52,7.85403,13.85916,19.852771,23.373791,-9.555316,-12.733823,-30.563285,24911.2993,6.412563,8.686262,17.575257,20.944151,-5.504528,-7.867438,-13.275931,20109.6255,6.472595,7.10823,15.097293,17.890946,-4.559069,-6.474986,-10.486469,6980.1922,3.730691,3.341655,10.850979,15.758281,-1.574623,-2.717904,-4.781036,6968.5559,3.739601,3.212377,10.56782,14.642223,-1.539321,-2.557415,-4.495497,32510.6621,7.376151,13.533873,32.603796,39.9318,-8.038175,-13.438251,-20.197714,28364.1411,7.279519,12.051882,29.401928,35.997204,-7.080274,-11.748041,-18.979645
G_B06_0040,6,1,100,77642.8467,12.653538,23.445563,37.378384,42.856693,-15.931065,-21.168253,-44.623422,67225.2334,11.789957,20.873279,33.990246,40.436987,-13.692678,-18.534871,-39.219867,20666.2866,6.310843,7.467317,17.941901,23.376351,-4.778975,-7.078053,-11.409792,20982.4859,6.085324,7.430395,17.445077,22.95341,-4.769541,-6.925211,-12.861703,3935.5418,3.143427,1.678024,4.713581,6.902391,-0.928515,-1.609483,-4.058912,3757.9692,3.023306,1.605855,4.884865,7.132137,-0.870232,-1.496117,-3.815448,26288.5308,6.985373,11.2979,28.104472,34.331819,-6.641221,-10.769186,-17.004698,27921.3091,6.818446,11.957143,29.507705,36.54137,-7.107582,-11.150032,-16.901092,63112.8349,9.372345,18.178933,27.252032,31.045039,-11.808576,-15.467559,-34.747678,53179.9707,7.8832700000000004,13.834121,19.93641,25.374174,-9.6271,-12.567486,-29.184075,25034.478,6.437277,8.652325,17.431073,20.938902,-5.535066,-7.831925,-12.509232,20128.8447,6.501036,7.092892,14.993438,17.623842,-4.578906,-6.535591,-10.638295,6999.5259,3.727021,3.29879,10.753423,14.315422,-1.592538,-2.539489,-4.422144,6952.2624,3.755073,3.187707,10.499664,14.690315,-1.545188,-2.415755,-4.076447,32615.2989,7.39807,13.41489,32.111458,38.704525,-8.113552,-13.019456,-20.085899,28481.3604,7.335253,11.997364,29.178011,36.017223,-7.097042,-11.3486,-18.601035
G_B06_0043,6,1,100,77912.8989,12.760924,23.663021,37.234189,42.84165,-15.941015,-20.903892,-37.163418,67173.3061,11.301052,20.96104,34.013972,39.655728,-13.634632,-18.671232,-41.101373,20549.5279,6.309077,7.442877,17.972814,23.508685,-4.791583,-7.149001,-13.866719,20884.5928,6.071573,7.433485,17.400267,21.334685,-4.807992,-7.044134,-13.391809,3923.2502,3.135142,1.68274,4.635889,6.992492,-0.937879,-1.506027,-4.354597,3746.8475,3.015579,1.621024,5.045052,8.14049,-0.868636,-1.449594,-3.234846,26284.1114,6.96009,11.33015,28.079167,34.521682,-6.720722,-10.878367,-17.445351,27906.9395,6.823234,11.943954,29.776205,38.720089,-7.135327,-11.373514,-21.504857,63325.2001,9.436309,18.240562,27.02898,32.7563,-11.698443,-15.557116,-32.362659,53344.0098,7.904502,13.994671,19.75209,23.90129,-9.569974,-12.480882,-29.424975,25042.1109,6.447966,8.608791,17.526646,20.934852,-5.604399,-7.844199,-12.507924,20148.2304,6.515943,7.077942,15.116144,17.898676,-4.617813,-6.678414,-10.949483,6975.8736,3.738341,3.331346,10.838048,15.14777,-1.592698,-2.590607,-4.719613,6921.0371,3.741589,3.212464,10.540638,14.648736,-1.551086,-2.43788,-4.342078,32734.5488,7.417259,13.497377,32.36228,39.989509,-8.184367,-12.74092,-20.716115,28547.0673,7.336363,12.049961,29.170254,36.199149,-7.160712,-11.412924,-18.213592
G_B06_0044,6,1,100,77943.3501,12.767918,23.518642,37.519488,42.968854,-15.897933,-21.413398,-42.536298,67168.3867,11.346737,20.920452,34.190763,39.835888,-13.663412,-18.58428,-43.519256,20685.2246,6.34976,7.392142,17.666782,22.569597,-4.81262,-7.049625,-12.715482,20991.4131,6.130999,7.418071,17.470925,21.485822,-4.793695,-6.850758,-12.955488,3957.2924,3.180137,1.678713,4.651791,7.074058,-0.936996,-1.641303,-4.586014,3779.1774,3.05113,1.602043,4.889161,7.65887,-0.868989,-1.48225,-4.157122,26451.9663,7.054133,11.270872,27.725682,34.617012,-6.713483,-10.999851,-19.366591,28119.3755,6.920205,11.923018,29.848816,37.329254,-7.133291,-11.7034,-20.820013,63494.7105,9.457767,18.25105,27.089223,32.960584,-11.764761,-15.663714,-34.365302,53478.9883,7.910072,13.884908,19.74686,23.118982,-9.6297720000000009,-12.764562,-29.682879,25074.2959,6.478081,8.604446,17.476527,21.194982,-5.585304,-8.021507,-14.549929,20226.1697,6.556646,7.050026,14.869598,17.800792,-4.617061,-6.570174,-10.956432,7041.9065,3.788904,3.319732,10.840479,15.483897,-1.59921,-2.688596,-4.648999,6991.5525,3.792927,3.187865,10.398543,14.06007,-1.558098,-2.539962,-4.51807,32847.3276,7.483138,13.432161,32.099787,39.624835,-8.168669,-13.818394,-19.824487,28576.2398,7.367008,12.003063,29.083793,35.940711,-7.158909,-11.520154,-17.178169
G_B06_0045,6,1,100,78139.937,12.915264,23.561009,37.071737,43.57858,-15.959764,-20.959268,-45.102857,67304.2022,11.439361,20.926443,34.125065,40.573945,-13.70871,-18.571012,-43.876418,20649.1023,6.262152,7.514622,18.20313,22.954552,-4.780934,-6.79589,-14.363226,21009.1348,6.040844,7.474835,17.652078,21.206016,-4.748081,-6.880168,-14.526574,3928.5851,3.116209,1.674941,4.653199,7.058303,-0.930492,-1.608445,-3.990585,3756.7636,3.00166,1.605726,4.933529,7.317409,-0.86800600000000006,-1.459454,-3.327893,26442.8628,6.932683,11.360324,28.241207,34.172007,-6.653631,-10.480177,-16.306699,28015.2266,6.75045,11.967692,29.999159,37.559552,-7.069222,-11.484892,-19.463987,63675.0889,9.528723,18.2736,26.95455,32.731214,-11.766951,-15.742049,-34.681938,53606.9795,7.974931,13.921704,19.662635,23.51521,-9.637552,-12.641227,-28.538984,25069.7104,6.384227,8.682572,17.704457,21.784203,-5.542145,-7.982204,-14.171281,20205.882,6.456221,7.125761,15.17373,19.276787,-4.567206,-6.526761,-10.965328,6964.9558,3.694905,3.316088,10.83718,14.926755,-1.588771,-2.53225,-4.527397,6929.1289,3.710442,3.208685,10.517107,15.664121,-1.53449,-2.435918,-3.953844,32793.6552,7.344451,13.490259,32.730257,39.618348,-8.111463,-12.858563,-21.910849,28600.834,7.24665,12.0665,29.446037,36.712402,-7.094857,-11.323897,-19.737914
